year,isic_section_index,isic_section_name,industry_name,skill_group_category,skill_group_name,skill_group_rank
2015,B,Mining and quarrying,Mining & Metals,Specialized Industry Skills,Mining,1
2015,B,Mining and quarrying,Mining & Metals,Soft Skills,Negotiation,2
2015,B,Mining and quarrying,Mining & Metals,Business Skills,Project Management,3
2015,B,Mining and quarrying,Mining & Metals,Business Skills,Business Management,4
2015,B,Mining and quarrying,Mining & Metals,Specialized Industry Skills,Earth Science,5
2015,B,Mining and quarrying,Mining & Metals,Business Skills,Manufacturing Operations,6
2015,B,Mining and quarrying,Mining & Metals,Specialized Industry Skills,Drilling Engineering,7
2015,B,Mining and quarrying,Mining & Metals,Tech Skills,Digital Literacy,8
2015,B,Mining and quarrying,Mining & Metals,Specialized Industry Skills,Maintenance & Repair,9
2015,B,Mining and quarrying,Mining & Metals,Business Skills,Procurement,10
2015,B,Mining and quarrying,Oil & Energy,Specialized Industry Skills,Oil & Gas,1
2015,B,Mining and quarrying,Oil & Energy,Specialized Industry Skills,Drilling Engineering,2
2015,B,Mining and quarrying,Oil & Energy,Specialized Industry Skills,Utilities,3
2015,B,Mining and quarrying,Oil & Energy,Soft Skills,Negotiation,4
2015,B,Mining and quarrying,Oil & Energy,Business Skills,Project Management,5
2015,B,Mining and quarrying,Oil & Energy,Tech Skills,Digital Literacy,6
2015,B,Mining and quarrying,Oil & Energy,Business Skills,Business Management,7
2015,B,Mining and quarrying,Oil & Energy,Soft Skills,Teamwork,8
2015,B,Mining and quarrying,Oil & Energy,Specialized Industry Skills,Construction Engineering,9
2015,B,Mining and quarrying,Oil & Energy,Soft Skills,Leadership,10
2015,C,Manufacturing,Pharmaceuticals,Specialized Industry Skills,Pharmaceutics,1
2015,C,Manufacturing,Pharmaceuticals,Specialized Industry Skills,Pharmaceutical Manufacturing,2
2015,C,Manufacturing,Pharmaceuticals,Specialized Industry Skills,Oncology,3
2015,C,Manufacturing,Pharmaceuticals,Specialized Industry Skills,Cardiology,4
2015,C,Manufacturing,Pharmaceuticals,Specialized Industry Skills,Biomedical Engineering,5
2015,C,Manufacturing,Pharmaceuticals,Specialized Industry Skills,Neurology,6
2015,C,Manufacturing,Pharmaceuticals,Specialized Industry Skills,Product Testing,7
2015,C,Manufacturing,Pharmaceuticals,Business Skills,Product Development,8
2015,C,Manufacturing,Pharmaceuticals,Specialized Industry Skills,Family Medicine,9
2015,C,Manufacturing,Pharmaceuticals,Business Skills,Product Marketing,10
2015,C,Manufacturing,Food Production,Specialized Industry Skills,Food Manufacturing,1
2015,C,Manufacturing,Food Production,Soft Skills,Negotiation,2
2015,C,Manufacturing,Food Production,Business Skills,Product Development,3
2015,C,Manufacturing,Food Production,Specialized Industry Skills,Food Service Operations,4
2015,C,Manufacturing,Food Production,Business Skills,Product Marketing,5
2015,C,Manufacturing,Food Production,Specialized Industry Skills,Retail,6
2015,C,Manufacturing,Food Production,Business Skills,Business Management,7
2015,C,Manufacturing,Food Production,Soft Skills,Leadership,8
2015,C,Manufacturing,Food Production,Tech Skills,Digital Literacy,9
2015,C,Manufacturing,Food Production,Soft Skills,Teamwork,10
2015,C,Manufacturing,Aviation & Aerospace,Specialized Industry Skills,Air Force,1
2015,C,Manufacturing,Aviation & Aerospace,Specialized Industry Skills,Airlines,2
2015,C,Manufacturing,Aviation & Aerospace,Disruptive Tech Skills,Aerospace Engineering,3
2015,C,Manufacturing,Aviation & Aerospace,Specialized Industry Skills,Aircraft Management,4
2015,C,Manufacturing,Aviation & Aerospace,Business Skills,Project Management,5
2015,C,Manufacturing,Aviation & Aerospace,Business Skills,Manufacturing Operations,6
2015,C,Manufacturing,Aviation & Aerospace,Business Skills,Business Management,7
2015,C,Manufacturing,Aviation & Aerospace,Tech Skills,Digital Literacy,8
2015,C,Manufacturing,Aviation & Aerospace,Specialized Industry Skills,Composites,9
2015,C,Manufacturing,Aviation & Aerospace,Tech Skills,Scientific Computing,10
2015,C,Manufacturing,Automotive,Specialized Industry Skills,Automotive,1
2015,C,Manufacturing,Automotive,Soft Skills,Negotiation,2
2015,C,Manufacturing,Automotive,Soft Skills,Leadership,3
2015,C,Manufacturing,Automotive,Business Skills,Manufacturing Operations,4
2015,C,Manufacturing,Automotive,Business Skills,Customer Experience,5
2015,C,Manufacturing,Automotive,Business Skills,Business Management,6
2015,C,Manufacturing,Automotive,Business Skills,Product Development,7
2015,C,Manufacturing,Automotive,Tech Skills,Digital Literacy,8
2015,C,Manufacturing,Automotive,Business Skills,Product Marketing,9
2015,C,Manufacturing,Automotive,Soft Skills,Teamwork,10
2015,C,Manufacturing,Chemicals,Soft Skills,Negotiation,1
2015,C,Manufacturing,Chemicals,Specialized Industry Skills,Chemical Processing,2
2015,C,Manufacturing,Chemicals,Business Skills,Product Development,3
2015,C,Manufacturing,Chemicals,Specialized Industry Skills,Research,4
2015,C,Manufacturing,Chemicals,Business Skills,Business Management,5
2015,C,Manufacturing,Chemicals,Soft Skills,Leadership,6
2015,C,Manufacturing,Chemicals,Business Skills,Manufacturing Operations,7
2015,C,Manufacturing,Chemicals,Disruptive Tech Skills,Materials Science,8
2015,C,Manufacturing,Chemicals,Tech Skills,Digital Literacy,9
2015,C,Manufacturing,Chemicals,Specialized Industry Skills,Oil & Gas,10
2015,C,Manufacturing,Machinery,Soft Skills,Negotiation,1
2015,C,Manufacturing,Machinery,Business Skills,Manufacturing Operations,2
2015,C,Manufacturing,Machinery,Business Skills,Product Development,3
2015,C,Manufacturing,Machinery,Business Skills,Business Management,4
2015,C,Manufacturing,Machinery,Tech Skills,Digital Literacy,5
2015,C,Manufacturing,Machinery,Soft Skills,Leadership,6
2015,C,Manufacturing,Machinery,Specialized Industry Skills,Architecture,7
2015,C,Manufacturing,Machinery,Business Skills,Project Management,8
2015,C,Manufacturing,Machinery,Specialized Industry Skills,Machining,9
2015,C,Manufacturing,Machinery,Specialized Industry Skills,Drilling Engineering,10
2015,C,Manufacturing,Textiles,Specialized Industry Skills,Apparel,1
2015,C,Manufacturing,Textiles,Business Skills,Product Development,2
2015,C,Manufacturing,Textiles,Soft Skills,Negotiation,3
2015,C,Manufacturing,Textiles,Specialized Industry Skills,Retail,4
2015,C,Manufacturing,Textiles,Business Skills,Product Marketing,5
2015,C,Manufacturing,Textiles,Tech Skills,Digital Literacy,6
2015,C,Manufacturing,Textiles,Business Skills,Business Management,7
2015,C,Manufacturing,Textiles,Soft Skills,Leadership,8
2015,C,Manufacturing,Textiles,Specialized Industry Skills,Recruiting,9
2015,C,Manufacturing,Textiles,Business Skills,Project Management,10
2015,C,Manufacturing,Paper & Forest Products,Business Skills,Product Development,1
2015,C,Manufacturing,Paper & Forest Products,Soft Skills,Negotiation,2
2015,C,Manufacturing,Paper & Forest Products,Specialized Industry Skills,Chemical Processing,3
2015,C,Manufacturing,Paper & Forest Products,Business Skills,Manufacturing Operations,4
2015,C,Manufacturing,Paper & Forest Products,Business Skills,Business Management,5
2015,C,Manufacturing,Paper & Forest Products,Business Skills,Inside Sales,6
2015,C,Manufacturing,Paper & Forest Products,Business Skills,Project Management,7
2015,C,Manufacturing,Paper & Forest Products,Specialized Industry Skills,Forestry,8
2015,C,Manufacturing,Paper & Forest Products,Tech Skills,Digital Literacy,9
2015,C,Manufacturing,Paper & Forest Products,Business Skills,Procurement,10
2015,C,Manufacturing,Printing,Specialized Industry Skills,Printing,1
2015,C,Manufacturing,Printing,Specialized Industry Skills,Retail Packaging,2
2015,C,Manufacturing,Printing,Tech Skills,Graphic Design,3
2015,C,Manufacturing,Printing,Business Skills,Inside Sales,4
2015,C,Manufacturing,Printing,Business Skills,Advertising,5
2015,C,Manufacturing,Printing,Business Skills,Product Marketing,6
2015,C,Manufacturing,Printing,Soft Skills,Negotiation,7
2015,C,Manufacturing,Printing,Business Skills,Product Development,8
2015,C,Manufacturing,Printing,Tech Skills,Digital Literacy,9
2015,C,Manufacturing,Printing,Business Skills,Business Management,10
2015,C,Manufacturing,Electrical & Electronic Manufacturing,Specialized Industry Skills,Electronics,1
2015,C,Manufacturing,Electrical & Electronic Manufacturing,Soft Skills,Negotiation,2
2015,C,Manufacturing,Electrical & Electronic Manufacturing,Disruptive Tech Skills,Robotics,3
2015,C,Manufacturing,Electrical & Electronic Manufacturing,Specialized Industry Skills,Drilling Engineering,4
2015,C,Manufacturing,Electrical & Electronic Manufacturing,Soft Skills,Leadership,5
2015,C,Manufacturing,Electrical & Electronic Manufacturing,Business Skills,Project Management,6
2015,C,Manufacturing,Electrical & Electronic Manufacturing,Tech Skills,Software Testing,7
2015,C,Manufacturing,Electrical & Electronic Manufacturing,Tech Skills,Digital Literacy,8
2015,C,Manufacturing,Electrical & Electronic Manufacturing,Business Skills,Product Development,9
2015,C,Manufacturing,Electrical & Electronic Manufacturing,Tech Skills,Scientific Computing,10
2015,C,Manufacturing,Plastics,Specialized Industry Skills,Plastics,1
2015,C,Manufacturing,Plastics,Business Skills,Product Development,2
2015,C,Manufacturing,Plastics,Soft Skills,Negotiation,3
2015,C,Manufacturing,Plastics,Business Skills,Manufacturing Operations,4
2015,C,Manufacturing,Plastics,Disruptive Tech Skills,Materials Science,5
2015,C,Manufacturing,Plastics,Business Skills,Inside Sales,6
2015,C,Manufacturing,Plastics,Business Skills,Business Management,7
2015,C,Manufacturing,Plastics,Tech Skills,Digital Literacy,8
2015,C,Manufacturing,Plastics,Soft Skills,Leadership,9
2015,C,Manufacturing,Plastics,Business Skills,Project Management,10
2015,C,Manufacturing,Renewables & Environment,Specialized Industry Skills,Utilities,1
2015,C,Manufacturing,Renewables & Environment,Specialized Industry Skills,Power Systems,2
2015,C,Manufacturing,Renewables & Environment,Specialized Industry Skills,Environmental Science,3
2015,C,Manufacturing,Renewables & Environment,Soft Skills,Negotiation,4
2015,C,Manufacturing,Renewables & Environment,Specialized Industry Skills,Environmental Consulting,5
2015,C,Manufacturing,Renewables & Environment,Business Skills,Project Management,6
2015,C,Manufacturing,Renewables & Environment,Business Skills,Business Management,7
2015,C,Manufacturing,Renewables & Environment,Specialized Industry Skills,Research,8
2015,C,Manufacturing,Renewables & Environment,Tech Skills,Digital Literacy,9
2015,C,Manufacturing,Renewables & Environment,Business Skills,Entrepreneurship,10
2015,C,Manufacturing,Packaging & Containers,Specialized Industry Skills,Retail Packaging,1
2015,C,Manufacturing,Packaging & Containers,Business Skills,Product Development,2
2015,C,Manufacturing,Packaging & Containers,Business Skills,Manufacturing Operations,3
2015,C,Manufacturing,Packaging & Containers,Soft Skills,Negotiation,4
2015,C,Manufacturing,Packaging & Containers,Specialized Industry Skills,Plastics,5
2015,C,Manufacturing,Packaging & Containers,Business Skills,Inside Sales,6
2015,C,Manufacturing,Packaging & Containers,Business Skills,Business Management,7
2015,C,Manufacturing,Packaging & Containers,Tech Skills,Digital Literacy,8
2015,C,Manufacturing,Packaging & Containers,Soft Skills,Leadership,9
2015,C,Manufacturing,Packaging & Containers,Specialized Industry Skills,Retail,10
2015,C,Manufacturing,Industrial Automation,Disruptive Tech Skills,Robotics,1
2015,C,Manufacturing,Industrial Automation,Specialized Industry Skills,Instrumentation,2
2015,C,Manufacturing,Industrial Automation,Specialized Industry Skills,Electronic Control Systems,3
2015,C,Manufacturing,Industrial Automation,Specialized Industry Skills,Drilling Engineering,4
2015,C,Manufacturing,Industrial Automation,Specialized Industry Skills,Utilities,5
2015,C,Manufacturing,Industrial Automation,Specialized Industry Skills,Electronics,6
2015,C,Manufacturing,Industrial Automation,Specialized Industry Skills,Construction Engineering,7
2015,C,Manufacturing,Industrial Automation,Business Skills,Product Development,8
2015,C,Manufacturing,Industrial Automation,Soft Skills,Negotiation,9
2015,C,Manufacturing,Industrial Automation,Specialized Industry Skills,Architecture,10
2015,J,Information and communication,Computer Hardware,Tech Skills,Computer Hardware,1
2015,J,Information and communication,Computer Hardware,Business Skills,Inside Sales,2
2015,J,Information and communication,Computer Hardware,Tech Skills,Technical Support,3
2015,J,Information and communication,Computer Hardware,Tech Skills,System Administration,4
2015,J,Information and communication,Computer Hardware,Soft Skills,Leadership,5
2015,J,Information and communication,Computer Hardware,Tech Skills,Computer Networking,6
2015,J,Information and communication,Computer Hardware,Business Skills,Product Marketing,7
2015,J,Information and communication,Computer Hardware,Business Skills,Business Management,8
2015,J,Information and communication,Computer Hardware,Tech Skills,Digital Literacy,9
2015,J,Information and communication,Computer Hardware,Disruptive Tech Skills,Development Tools,10
2015,J,Information and communication,Computer Software,Tech Skills,Web Development,1
2015,J,Information and communication,Computer Software,Disruptive Tech Skills,Development Tools,2
2015,J,Information and communication,Computer Software,Tech Skills,Data Storage Technologies,3
2015,J,Information and communication,Computer Software,Disruptive Tech Skills,Data Science,4
2015,J,Information and communication,Computer Software,Tech Skills,Software Development Life Cycle (SDLC),5
2015,J,Information and communication,Computer Software,Tech Skills,Mobile Application Development,6
2015,J,Information and communication,Computer Software,Business Skills,Management Consulting,7
2015,J,Information and communication,Computer Software,Soft Skills,Leadership,8
2015,J,Information and communication,Computer Software,Business Skills,Project Management,9
2015,J,Information and communication,Computer Software,Business Skills,Business Management,10
2015,J,Information and communication,Computer Networking,Tech Skills,Computer Networking,1
2015,J,Information and communication,Computer Networking,Specialized Industry Skills,Telecommunications,2
2015,J,Information and communication,Computer Networking,Specialized Industry Skills,Cybersecurity,3
2015,J,Information and communication,Computer Networking,Tech Skills,System Administration,4
2015,J,Information and communication,Computer Networking,Tech Skills,Technical Support,5
2015,J,Information and communication,Computer Networking,Disruptive Tech Skills,Development Tools,6
2015,J,Information and communication,Computer Networking,Tech Skills,Data Storage Technologies,7
2015,J,Information and communication,Computer Networking,Tech Skills,Digital Literacy,8
2015,J,Information and communication,Computer Networking,Business Skills,Sales Operations,9
2015,J,Information and communication,Computer Networking,Soft Skills,Leadership,10
2015,J,Information and communication,Internet,Tech Skills,Web Development,1
2015,J,Information and communication,Internet,Tech Skills,Social Media,2
2015,J,Information and communication,Internet,Business Skills,Digital Marketing,3
2015,J,Information and communication,Internet,Business Skills,Advertising,4
2015,J,Information and communication,Internet,Tech Skills,Graphic Design,5
2015,J,Information and communication,Internet,Soft Skills,Leadership,6
2015,J,Information and communication,Internet,Business Skills,Product Marketing,7
2015,J,Information and communication,Internet,Business Skills,Entrepreneurship,8
2015,J,Information and communication,Internet,Tech Skills,Data Storage Technologies,9
2015,J,Information and communication,Internet,Disruptive Tech Skills,Development Tools,10
2015,J,Information and communication,Semiconductors,Specialized Industry Skills,Electronics,1
2015,J,Information and communication,Semiconductors,Tech Skills,Computer Hardware,2
2015,J,Information and communication,Semiconductors,Tech Skills,Software Testing,3
2015,J,Information and communication,Semiconductors,Disruptive Tech Skills,Development Tools,4
2015,J,Information and communication,Semiconductors,Business Skills,Product Development,5
2015,J,Information and communication,Semiconductors,Tech Skills,Scientific Computing,6
2015,J,Information and communication,Semiconductors,Tech Skills,Software Development Life Cycle (SDLC),7
2015,J,Information and communication,Semiconductors,Soft Skills,Leadership,8
2015,J,Information and communication,Semiconductors,Disruptive Tech Skills,Materials Science,9
2015,J,Information and communication,Semiconductors,Business Skills,Project Management,10
2015,J,Information and communication,Telecommunications,Specialized Industry Skills,Telecommunications,1
2015,J,Information and communication,Telecommunications,Tech Skills,Computer Networking,2
2015,J,Information and communication,Telecommunications,Soft Skills,Leadership,3
2015,J,Information and communication,Telecommunications,Tech Skills,Software Development Life Cycle (SDLC),4
2015,J,Information and communication,Telecommunications,Tech Skills,Technical Support,5
2015,J,Information and communication,Telecommunications,Business Skills,Project Management,6
2015,J,Information and communication,Telecommunications,Business Skills,Business Management,7
2015,J,Information and communication,Telecommunications,Soft Skills,Teamwork,8
2015,J,Information and communication,Telecommunications,Soft Skills,Negotiation,9
2015,J,Information and communication,Telecommunications,Business Skills,Inside Sales,10
2015,J,Information and communication,Motion Pictures & Film,Specialized Industry Skills,Video,1
2015,J,Information and communication,Motion Pictures & Film,Specialized Industry Skills,Television,2
2015,J,Information and communication,Motion Pictures & Film,Specialized Industry Skills,Photography,3
2015,J,Information and communication,Motion Pictures & Film,Specialized Industry Skills,Editing,4
2015,J,Information and communication,Motion Pictures & Film,Tech Skills,Social Media,5
2015,J,Information and communication,Motion Pictures & Film,Tech Skills,Graphic Design,6
2015,J,Information and communication,Motion Pictures & Film,Tech Skills,Animation,7
2015,J,Information and communication,Motion Pictures & Film,Business Skills,Advertising,8
2015,J,Information and communication,Motion Pictures & Film,Specialized Industry Skills,Theatre,9
2015,J,Information and communication,Motion Pictures & Film,Tech Skills,Digital Literacy,10
2015,J,Information and communication,Broadcast Media,Specialized Industry Skills,Television,1
2015,J,Information and communication,Broadcast Media,Specialized Industry Skills,Journalism,2
2015,J,Information and communication,Broadcast Media,Specialized Industry Skills,Editing,3
2015,J,Information and communication,Broadcast Media,Specialized Industry Skills,Video,4
2015,J,Information and communication,Broadcast Media,Specialized Industry Skills,Radio Production,5
2015,J,Information and communication,Broadcast Media,Tech Skills,Social Media,6
2015,J,Information and communication,Broadcast Media,Business Skills,Advertising,7
2015,J,Information and communication,Broadcast Media,Business Skills,Digital Marketing,8
2015,J,Information and communication,Broadcast Media,Business Skills,Corporate Communications,9
2015,J,Information and communication,Broadcast Media,Soft Skills,Communication,10
2015,J,Information and communication,Newspapers,Specialized Industry Skills,Journalism,1
2015,J,Information and communication,Newspapers,Specialized Industry Skills,Editing,2
2015,J,Information and communication,Newspapers,Tech Skills,Social Media,3
2015,J,Information and communication,Newspapers,Business Skills,Corporate Communications,4
2015,J,Information and communication,Newspapers,Soft Skills,Writing,5
2015,J,Information and communication,Newspapers,Business Skills,Advertising,6
2015,J,Information and communication,Newspapers,Business Skills,Digital Marketing,7
2015,J,Information and communication,Newspapers,Specialized Industry Skills,Research,8
2015,J,Information and communication,Newspapers,Tech Skills,Digital Literacy,9
2015,J,Information and communication,Newspapers,Tech Skills,Graphic Design,10
2015,J,Information and communication,Publishing,Specialized Industry Skills,Editing,1
2015,J,Information and communication,Publishing,Tech Skills,Social Media,2
2015,J,Information and communication,Publishing,Specialized Industry Skills,Journalism,3
2015,J,Information and communication,Publishing,Soft Skills,Writing,4
2015,J,Information and communication,Publishing,Business Skills,Digital Marketing,5
2015,J,Information and communication,Publishing,Business Skills,Advertising,6
2015,J,Information and communication,Publishing,Tech Skills,Graphic Design,7
2015,J,Information and communication,Publishing,Business Skills,Product Marketing,8
2015,J,Information and communication,Publishing,Business Skills,Corporate Communications,9
2015,J,Information and communication,Publishing,Business Skills,Business Management,10
2015,J,Information and communication,Information Technology & Services,Tech Skills,System Administration,1
2015,J,Information and communication,Information Technology & Services,Tech Skills,Web Development,2
2015,J,Information and communication,Information Technology & Services,Tech Skills,Data Storage Technologies,3
2015,J,Information and communication,Information Technology & Services,Tech Skills,Software Development Life Cycle (SDLC),4
2015,J,Information and communication,Information Technology & Services,Tech Skills,Technical Support,5
2015,J,Information and communication,Information Technology & Services,Disruptive Tech Skills,Development Tools,6
2015,J,Information and communication,Information Technology & Services,Tech Skills,Computer Networking,7
2015,J,Information and communication,Information Technology & Services,Soft Skills,Leadership,8
2015,J,Information and communication,Information Technology & Services,Business Skills,Management Consulting,9
2015,J,Information and communication,Information Technology & Services,Business Skills,Business Management,10
2015,J,Information and communication,Writing & Editing,Specialized Industry Skills,Editing,1
2015,J,Information and communication,Writing & Editing,Soft Skills,Writing,2
2015,J,Information and communication,Writing & Editing,Tech Skills,Social Media,3
2015,J,Information and communication,Writing & Editing,Specialized Industry Skills,Journalism,4
2015,J,Information and communication,Writing & Editing,Specialized Industry Skills,Literature,5
2015,J,Information and communication,Writing & Editing,Specialized Industry Skills,Teaching,6
2015,J,Information and communication,Writing & Editing,Specialized Industry Skills,Research,7
2015,J,Information and communication,Writing & Editing,Soft Skills,Communication,8
2015,J,Information and communication,Writing & Editing,Business Skills,Corporate Communications,9
2015,J,Information and communication,Writing & Editing,Tech Skills,Digital Literacy,10
2015,J,Information and communication,Computer Games,Tech Skills,Game Development,1
2015,J,Information and communication,Computer Games,Tech Skills,Animation,2
2015,J,Information and communication,Computer Games,Tech Skills,Graphic Design,3
2015,J,Information and communication,Computer Games,Disruptive Tech Skills,Development Tools,4
2015,J,Information and communication,Computer Games,Tech Skills,Mobile Application Development,5
2015,J,Information and communication,Computer Games,Tech Skills,Web Development,6
2015,J,Information and communication,Computer Games,Disruptive Tech Skills,Human Computer Interaction,7
2015,J,Information and communication,Computer Games,Tech Skills,Data Storage Technologies,8
2015,J,Information and communication,Computer Games,Tech Skills,Social Media,9
2015,J,Information and communication,Computer Games,Tech Skills,Digital Literacy,10
2015,J,Information and communication,Online Media,Tech Skills,Social Media,1
2015,J,Information and communication,Online Media,Business Skills,Digital Marketing,2
2015,J,Information and communication,Online Media,Specialized Industry Skills,Journalism,3
2015,J,Information and communication,Online Media,Specialized Industry Skills,Editing,4
2015,J,Information and communication,Online Media,Business Skills,Advertising,5
2015,J,Information and communication,Online Media,Soft Skills,Writing,6
2015,J,Information and communication,Online Media,Business Skills,Corporate Communications,7
2015,J,Information and communication,Online Media,Tech Skills,Graphic Design,8
2015,J,Information and communication,Online Media,Business Skills,Product Marketing,9
2015,J,Information and communication,Online Media,Tech Skills,Information Management,10
2015,J,Information and communication,Computer & Network Security,Specialized Industry Skills,Cybersecurity,1
2015,J,Information and communication,Computer & Network Security,Tech Skills,Computer Networking,2
2015,J,Information and communication,Computer & Network Security,Tech Skills,System Administration,3
2015,J,Information and communication,Computer & Network Security,Disruptive Tech Skills,Development Tools,4
2015,J,Information and communication,Computer & Network Security,Tech Skills,Data Storage Technologies,5
2015,J,Information and communication,Computer & Network Security,Tech Skills,Technical Support,6
2015,J,Information and communication,Computer & Network Security,Soft Skills,Leadership,7
2015,J,Information and communication,Computer & Network Security,Tech Skills,Digital Literacy,8
2015,J,Information and communication,Computer & Network Security,Disruptive Tech Skills,Data Science,9
2015,J,Information and communication,Computer & Network Security,Tech Skills,Web Development,10
2015,J,Information and communication,Media Production,Specialized Industry Skills,Video,1
2015,J,Information and communication,Media Production,Specialized Industry Skills,Television,2
2015,J,Information and communication,Media Production,Specialized Industry Skills,Editing,3
2015,J,Information and communication,Media Production,Specialized Industry Skills,Journalism,4
2015,J,Information and communication,Media Production,Tech Skills,Social Media,5
2015,J,Information and communication,Media Production,Specialized Industry Skills,Photography,6
2015,J,Information and communication,Media Production,Tech Skills,Graphic Design,7
2015,J,Information and communication,Media Production,Business Skills,Advertising,8
2015,J,Information and communication,Media Production,Soft Skills,Writing,9
2015,J,Information and communication,Media Production,Business Skills,Digital Marketing,10
2015,K,Financial and insurance activities,Banking,Business Skills,Commercial Banking,1
2015,K,Financial and insurance activities,Banking,Business Skills,Financial Accounting,2
2015,K,Financial and insurance activities,Banking,Business Skills,Capital Markets,3
2015,K,Financial and insurance activities,Banking,Soft Skills,Teamwork,4
2015,K,Financial and insurance activities,Banking,Business Skills,Management Consulting,5
2015,K,Financial and insurance activities,Banking,Business Skills,Investment Banking,6
2015,K,Financial and insurance activities,Banking,Soft Skills,Leadership,7
2015,K,Financial and insurance activities,Banking,Business Skills,Business Management,8
2015,K,Financial and insurance activities,Banking,Tech Skills,Digital Literacy,9
2015,K,Financial and insurance activities,Banking,Business Skills,Project Management,10
2015,K,Financial and insurance activities,Insurance,Business Skills,Insurance,1
2015,K,Financial and insurance activities,Insurance,Business Skills,Capital Markets,2
2015,K,Financial and insurance activities,Insurance,Soft Skills,Negotiation,3
2015,K,Financial and insurance activities,Insurance,Business Skills,Business Management,4
2015,K,Financial and insurance activities,Insurance,Tech Skills,Digital Literacy,5
2015,K,Financial and insurance activities,Insurance,Soft Skills,Leadership,6
2015,K,Financial and insurance activities,Insurance,Soft Skills,Teamwork,7
2015,K,Financial and insurance activities,Insurance,Business Skills,Financial Accounting,8
2015,K,Financial and insurance activities,Insurance,Business Skills,Management Consulting,9
2015,K,Financial and insurance activities,Insurance,Business Skills,Project Management,10
2015,K,Financial and insurance activities,Financial Services,Business Skills,Financial Accounting,1
2015,K,Financial and insurance activities,Financial Services,Business Skills,Capital Markets,2
2015,K,Financial and insurance activities,Financial Services,Business Skills,Investment Banking,3
2015,K,Financial and insurance activities,Financial Services,Business Skills,Commercial Banking,4
2015,K,Financial and insurance activities,Financial Services,Business Skills,Auditing,5
2015,K,Financial and insurance activities,Financial Services,Soft Skills,Teamwork,6
2015,K,Financial and insurance activities,Financial Services,Soft Skills,Leadership,7
2015,K,Financial and insurance activities,Financial Services,Business Skills,Business Management,8
2015,K,Financial and insurance activities,Financial Services,Soft Skills,Negotiation,9
2015,K,Financial and insurance activities,Financial Services,Tech Skills,Digital Literacy,10
2015,K,Financial and insurance activities,Investment Banking,Business Skills,Investment Banking,1
2015,K,Financial and insurance activities,Investment Banking,Business Skills,Financial Accounting,2
2015,K,Financial and insurance activities,Investment Banking,Business Skills,Capital Markets,3
2015,K,Financial and insurance activities,Investment Banking,Business Skills,Growth Strategies,4
2015,K,Financial and insurance activities,Investment Banking,Business Skills,Business Management,5
2015,K,Financial and insurance activities,Investment Banking,Business Skills,Entrepreneurship,6
2015,K,Financial and insurance activities,Investment Banking,Tech Skills,Digital Literacy,7
2015,K,Financial and insurance activities,Investment Banking,Business Skills,Project Management,8
2015,K,Financial and insurance activities,Investment Banking,Soft Skills,Leadership,9
2015,K,Financial and insurance activities,Investment Banking,Business Skills,Management Consulting,10
2015,K,Financial and insurance activities,Investment Management,Business Skills,Investment Banking,1
2015,K,Financial and insurance activities,Investment Management,Business Skills,Capital Markets,2
2015,K,Financial and insurance activities,Investment Management,Business Skills,Financial Accounting,3
2015,K,Financial and insurance activities,Investment Management,Business Skills,Business Management,4
2015,K,Financial and insurance activities,Investment Management,Soft Skills,Negotiation,5
2015,K,Financial and insurance activities,Investment Management,Business Skills,Entrepreneurship,6
2015,K,Financial and insurance activities,Investment Management,Soft Skills,Leadership,7
2015,K,Financial and insurance activities,Investment Management,Business Skills,Project Management,8
2015,K,Financial and insurance activities,Investment Management,Tech Skills,Digital Literacy,9
2015,K,Financial and insurance activities,Investment Management,Business Skills,Growth Strategies,10
2015,K,Financial and insurance activities,Venture Capital & Private Equity,Business Skills,Growth Strategies,1
2015,K,Financial and insurance activities,Venture Capital & Private Equity,Business Skills,Entrepreneurship,2
2015,K,Financial and insurance activities,Venture Capital & Private Equity,Business Skills,Capital Markets,3
2015,K,Financial and insurance activities,Venture Capital & Private Equity,Business Skills,Investment Banking,4
2015,K,Financial and insurance activities,Venture Capital & Private Equity,Business Skills,Financial Accounting,5
2015,K,Financial and insurance activities,Venture Capital & Private Equity,Business Skills,Business Management,6
2015,K,Financial and insurance activities,Venture Capital & Private Equity,Business Skills,Management Consulting,7
2015,K,Financial and insurance activities,Venture Capital & Private Equity,Soft Skills,Leadership,8
2015,K,Financial and insurance activities,Venture Capital & Private Equity,Business Skills,Product Marketing,9
2015,K,Financial and insurance activities,Venture Capital & Private Equity,Business Skills,Investor Relations,10
2015,M,Professional scientific and technical activities,Law Practice,Specialized Industry Skills,Law,1
2015,M,Professional scientific and technical activities,Law Practice,Specialized Industry Skills,Contract Law,2
2015,M,Professional scientific and technical activities,Law Practice,Specialized Industry Skills,Labor and Employment Law,3
2015,M,Professional scientific and technical activities,Law Practice,Specialized Industry Skills,Intellectual Property,4
2015,M,Professional scientific and technical activities,Law Practice,Specialized Industry Skills,Family Law,5
2015,M,Professional scientific and technical activities,Law Practice,Specialized Industry Skills,International Law,6
2015,M,Professional scientific and technical activities,Law Practice,Specialized Industry Skills,Criminal Law,7
2015,M,Professional scientific and technical activities,Law Practice,Soft Skills,Negotiation,8
2015,M,Professional scientific and technical activities,Law Practice,Business Skills,Growth Strategies,9
2015,M,Professional scientific and technical activities,Law Practice,Specialized Industry Skills,Tax Law,10
